,date,content,coordinates,place
323,2022-04-11 18:07:22+00:00,"5. 💖 and comment 
VPLeni to Agaton-hit communities: 'Help is coming.'
https://t.co/yB1QpbHl7O
CDN Digital10,442","{'longitude': 120.9266655, 'latitude': 14.6688067}","{'fullName': 'Valenzuela City, National Capital Region', 'name': 'Valenzuela City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
324,2022-04-11 18:02:05+00:00,"#ctto📸TLR Viber Group 🟧Code Orange🟧 8PM
FB posts about VPLeni in the last 24 hrs with the highest engagement. 

Sa simpleng heart, comment at share, malaking tulong na sa socmed front ng efforts natin to counter disinformation.
#OneLastPush
#28DaysToGo
#IpapanaloNa10To","{'longitude': 120.9266655, 'latitude': 14.6688067}","{'fullName': 'Valenzuela City, National Capital Region', 'name': 'Valenzuela City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
325,2022-04-11 18:00:01+00:00,parang ang sarap ng pancit canton na may hard bioled egg at coffee kapag ganitong oras at ganito kalakas na ulan huhu,"{'longitude': 121.576348, 'latitude': 14.6594562}","{'fullName': 'Infanta, Calabarzon', 'name': 'Infanta', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
326,2022-04-11 17:48:24+00:00,"Naalala ko lang kaninang recollection, hindi ko napigilang maluha pero di ko pinahalata syempre para di na magtuloy tuloy. Basta iba na nanghihingi ako ng tulong sa mahal na ina","{'longitude': 120.7638121, 'latitude': 14.7575264}","{'fullName': 'Malolos City, Central Luzon', 'name': 'Malolos City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
327,2022-04-11 17:47:18+00:00,"Di ko na alam kung ano uunahin ko

100 pink poems para kay leni or to kill a mockingbird?

send help.","{'longitude': 120.9219209, 'latitude': 14.2623238}","{'fullName': 'Dasmarinas, Calabarzon', 'name': 'Dasmarinas', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
328,2022-04-11 17:45:58+00:00,"New to Axie? No problem we have mentor and coaches that will help you.

Join Discord https://t.co/s01sLbeHgC

Follow @RidanaxGuild for more updates

#RDX #AxieInfinity #Pegaxy https://t.co/kiVkLASOEn","{'longitude': 125.7635589, 'latitude': 9.1888084}","{'fullName': 'Cantilan, Caraga', 'name': 'Cantilan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
329,2022-04-11 17:41:40+00:00,"Nakakaiyak ang baha😭😭😭
Heal our land god. 🙏🙏🙏 https://t.co/11J3jEjR5q","{'longitude': 122.6502488, 'latitude': 11.2788582}","{'fullName': 'Cuartero, Western Visayas', 'name': 'Cuartero', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
330,2022-04-11 17:41:09+00:00,send heLp paano makakatulog,"{'longitude': 120.9988804, 'latitude': 14.5134816}","{'fullName': 'Makati City, National Capital Region', 'name': 'Makati City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
331,2022-04-11 17:35:10+00:00,ulan pa.,"{'longitude': 121.0934522, 'latitude': 13.774255}","{'fullName': 'Ibaan, Calabarzon', 'name': 'Ibaan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
332,2022-04-11 17:27:05+00:00,@Flik101 @143redangel @lenirobredo @bongbongmarcos @iampinglacson @MannyPacquiao @IskoMoreno Capiz need help too!!!! https://t.co/hEq9yoGHoO,"{'longitude': 122.6771784, 'latitude': 11.4899105}","{'fullName': 'Roxas City, Western Visayas', 'name': 'Roxas City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
333,2022-04-11 17:22:06+00:00,"@Kennyconqueror Baw halong ses, bisan layo pdi tubig daw nd man ko matulogan gani. Wla ya gauntat ulan","{'longitude': 122.7256552, 'latitude': 11.375959}","{'fullName': 'Panitan, Western Visayas', 'name': 'Panitan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
334,2022-04-11 17:15:06+00:00,"Fighting makakanood at makikita ko din sila HAHAHAH mahaba pa araw makakagawa pa ako ng paraan, Lord send help huhu","{'longitude': 121.2836918, 'latitude': 14.3736519}","{'fullName': 'Pililla, Calabarzon', 'name': 'Pililla', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
335,2022-04-11 17:10:28+00:00,Ang bagyo kay by pair na. Kita ani? Aw,"{'longitude': 123.7647381, 'latitude': 10.2594754}","{'fullName': 'Cebu City, Central Visayas', 'name': 'Cebu City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
336,2022-04-11 17:01:15+00:00,Grabe sobra na 24hrs ang ulan 🤯,"{'longitude': 122.9432839, 'latitude': 10.6994029}","{'fullName': 'Enrique B. Magalona, Western Visayas', 'name': 'Enrique B. Magalona', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
337,2022-04-11 16:59:10+00:00,"Father, You are King over the flood
I will be still, know You are God","{'longitude': 121.4369601, 'latitude': 14.3962798}","{'fullName': 'Siniloan, Calabarzon', 'name': 'Siniloan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
338,2022-04-11 16:53:29+00:00,Your help and prayers mean a lot 🙏,"{'longitude': 122.4979499, 'latitude': 10.6789404}","{'fullName': 'Iloilo City, Western Visayas', 'name': 'Iloilo City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
339,2022-04-11 16:49:53+00:00,"tulog tas sala ani na way ulan ug habol, kasaba lateer morning :(","{'longitude': 124.7974468, 'latitude': 8.5687536}","{'fullName': 'Claveria, Northern Mindanao', 'name': 'Claveria', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
340,2022-04-11 16:49:42+00:00,"For Passi City Area who wish to extend their help, you can contact Mr. Niko P. Panizales of Brgy.Sarapan, Passi City (0945 736 9543) and for Iloilo City Area you can extend your help through me (0956 036 9873).","{'longitude': 122.4979499, 'latitude': 10.6789404}","{'fullName': 'Iloilo City, Western Visayas', 'name': 'Iloilo City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
341,2022-04-11 16:49:07+00:00,"The latest update I have was when the hanging bridge beside our house was already destroyed and the water already reached the the chest level.

We also need your URGENT HELP!","{'longitude': 122.4979499, 'latitude': 10.6789404}","{'fullName': 'Iloilo City, Western Visayas', 'name': 'Iloilo City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
342,2022-04-11 16:48:07+00:00,In behalf of my family and my fellow Passinhons I am humbly asking for your help and prayers.,"{'longitude': 122.4979499, 'latitude': 10.6789404}","{'fullName': 'Iloilo City, Western Visayas', 'name': 'Iloilo City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
343,2022-04-11 16:21:10+00:00,please help me with this!😭,"{'longitude': 120.2434493, 'latitude': 14.8035491}","{'fullName': 'Olongapo City, Central Luzon', 'name': 'Olongapo City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
344,2022-04-11 16:19:50+00:00,"@_AteDick Guys, please stop! Dapat nagkakaisa tayo. May mga issues pa tayong hinaharap, it’s not the best time to argue with each other. It won’t help","{'longitude': 121.0221472, 'latitude': 14.4611671}","{'fullName': 'Taguig City, National Capital Region', 'name': 'Taguig City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
345,2022-04-11 16:19:21+00:00,"this is the last key to my success. Pls help me to see the right answer. Then when I received the questionnaire, ""Oh thank God!!"" Di ko pa tapos basahin ung tanong alam ko na yung sagot. Grabe napakabuti ng Panginoon.","{'longitude': 120.8595319, 'latitude': 14.2357721}","{'fullName': 'General Trias, Calabarzon', 'name': 'General Trias', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
346,2022-04-11 16:15:21+00:00,"my heart is for the victims of the landslide in Babay, Leyte 😢😢😢","{'longitude': 123.9086254, 'latitude': 10.2035208}","{'fullName': 'Lapu-Lapu City, Central Visayas', 'name': 'Lapu-Lapu City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
347,2022-04-11 16:07:36+00:00,@justinaguiting Haha pero may bagyo so im half scared baka somewhere may baha? HAHAHA,"{'longitude': 122.2899487, 'latitude': 11.5360018}","{'fullName': 'Banga, Western Visayas', 'name': 'Banga', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
348,2022-04-11 16:05:15+00:00,Makahibi man 🥺🥺 grabe su mga pamilyang natabunan sa Leyte dahil sa bagyo 😭😭😭🥺💔,"{'longitude': 123.6887463, 'latitude': 13.0319222}","{'fullName': 'Legazpi City, Bicol Region', 'name': 'Legazpi City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
349,2022-04-11 16:05:07+00:00,"ITO NAAA HANDA NA ANG MAHALIMA, AKO HANDA NA RIN KASO WALA PA AKONG TICKET DAPAK HUHU SEND HELP https://t.co/IfE8J9ORUr","{'longitude': 121.2836918, 'latitude': 14.3736519}","{'fullName': 'Pililla, Calabarzon', 'name': 'Pililla', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
350,2022-04-11 16:00:05+00:00,Still awake because of the rain. Please Lord not that strong. Di pa nakakabawi ang lahat sa nawasak ng bagyo last december,"{'longitude': 119.0382697, 'latitude': 10.0431241}","{'fullName': 'Roxas, Mimaropa', 'name': 'Roxas', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
351,2022-04-11 16:00:03+00:00,Help I can’t stop playing “Unleavable” 😭🤚🏼,"{'longitude': 120.9665401, 'latitude': 14.3912438}","{'fullName': 'Las Pinas City, National Capital Region', 'name': 'Las Pinas City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
352,2022-04-11 15:53:25+00:00,"Loving Savior, please help me to be ready to meet You at any time. Help me to serve You and prepare for Your return today. Amen❤️🙌 https://t.co/WPOBvIxj2s","{'longitude': 120.9219209, 'latitude': 14.2623238}","{'fullName': 'Dasmarinas, Calabarzon', 'name': 'Dasmarinas', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
353,2022-04-11 15:51:50+00:00,open pa ba to? help. https://t.co/rpsIGAf8wA,"{'longitude': 120.989705, 'latitude': 14.5893763}","{'fullName': 'Quezon City, National Capital Region', 'name': 'Quezon City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
354,2022-04-11 15:47:17+00:00,can't help but cry.,"{'longitude': 125.2148204, 'latitude': 6.9590062}","{'fullName': 'Davao City, Davao Region', 'name': 'Davao City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
355,2022-04-11 15:44:14+00:00,"Hindi talaga tumutigil ang ulan 
Kawawa namn ang mga pamilyang lubog na sa baha ang bahay
Keep safe po","{'longitude': 122.6771784, 'latitude': 11.4899105}","{'fullName': 'Roxas City, Western Visayas', 'name': 'Roxas City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
356,2022-04-11 15:41:58+00:00,hindi sana muna mag ulan bukas,"{'longitude': 124.0003052, 'latitude': 6.7554855}","{'fullName': 'Upi, Autonomous Region Of Muslim Mindanao', 'name': 'Upi', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
357,2022-04-11 15:32:49+00:00,@KBowen1070 Yea banking on it every year never works out get fucking weapons why do they act so scared of actually getting pregnant proven talent to help score points,"{'longitude': 120.9219209, 'latitude': 14.2623238}","{'fullName': 'Dasmarinas, Calabarzon', 'name': 'Dasmarinas', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
358,2022-04-11 15:31:47+00:00,"help me, my anxiety attacks me.
di kona kaya","{'longitude': 120.77136, 'latitude': 13.9089037}","{'fullName': 'Calaca, Calabarzon', 'name': 'Calaca', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
359,2022-04-11 15:31:38+00:00,unsaon pag stop sa bagyo?!,"{'longitude': 124.0003052, 'latitude': 6.7554855}","{'fullName': 'Upi, Autonomous Region Of Muslim Mindanao', 'name': 'Upi', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
360,2022-04-11 15:31:33+00:00,"I may not have a jowa or family who will most likely do this by the time I'll be taking the Bar and even when it would be my turn to wait for the results, but I do hope the heavens will send someone who can help me calm down. I have not dreaded anything like this in my life. https://t.co/xuYX1Xkt3k","{'longitude': 120.5286447, 'latitude': 15.4052048}","{'fullName': 'Tarlac City, Central Luzon', 'name': 'Tarlac City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
361,2022-04-11 15:30:55+00:00,"I know a lot is already going on today and tomorrow probly. But as the night progresses our brothers and sisters in Baybay Leyte is facing yet multiple landslides. They are in need of Dire Help especially with rescue operations.
#BaybayNeedsHelp https://t.co/IctXfzbXQp","{'longitude': 120.989705, 'latitude': 14.5893763}","{'fullName': 'Quezon City, National Capital Region', 'name': 'Quezon City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
362,2022-04-11 15:20:37+00:00,"Lord, tama na ni nga ulan ah. Pls 🙏🏻","{'longitude': 122.900966, 'latitude': 11.3713887}","{'fullName': 'President Roxas, Western Visayas', 'name': 'President Roxas', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
363,2022-04-11 15:13:57+00:00,@AkoSiPabloCruz Hope you feel better na :) rest ka muna and drink water.. itll help din :),"{'longitude': 120.989705, 'latitude': 14.5893763}","{'fullName': 'Quezon City, National Capital Region', 'name': 'Quezon City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
364,2022-04-11 15:05:01+00:00,@rena_servillon Just try to finish it. Pa unti unti lang. Kaya mo yan. Need help?,"{'longitude': 123.9114563, 'latitude': 10.3107867}","{'fullName': 'Mandaue City, Central Visayas', 'name': 'Mandaue City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
365,2022-04-11 15:01:19+00:00,Ako lang ba nabobother always sa tunog ng ulan sa bubong 😟,"{'longitude': 122.8909931, 'latitude': 14.0773906}","{'fullName': 'Daet, Bicol Region', 'name': 'Daet', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
366,2022-04-11 15:01:10+00:00,Mao nang love kaayo nako akong Nanay kay mo help gyud na siya 🥺🥺🥺🥺 https://t.co/zUmksG5yAS,"{'longitude': 121.1014452, 'latitude': 14.7182936}","{'fullName': 'Rodriguez, Calabarzon', 'name': 'Rodriguez', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
367,2022-04-11 14:47:09+00:00,"-palakasan ng resistensya dito, gala ng gala tas ulan ng ulan, quality na quality e, taena wala nang lagnat lagnat ahaha","{'longitude': 121.8578261, 'latitude': 14.6277524}","{'fullName': 'Polillo, Calabarzon', 'name': 'Polillo', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
368,2022-04-11 14:27:43+00:00,Nakikisama yong ulan sa nararamdaman ko,"{'longitude': 120.4165243, 'latitude': 17.2307647}","{'fullName': 'Santiago, Ilocos Region', 'name': 'Santiago', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
369,2022-04-11 14:26:56+00:00,@LemuelBagay to help u exhaust all your remaining energy out of u to me hahahahahah,"{'longitude': 120.9899706, 'latitude': 14.760504}","{'fullName': 'San Jose Del Monte, Central Luzon', 'name': 'San Jose Del Monte', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
370,2022-04-11 14:24:14+00:00,Hunong na tawn agaton malooy ka daghan pakog apason kay tungod atong bagyo last year😳😢,"{'longitude': 123.9114563, 'latitude': 10.3107867}","{'fullName': 'Mandaue City, Central Visayas', 'name': 'Mandaue City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
371,2022-04-11 14:14:09+00:00,"From a simple act, I'll help. Me and my friends have Kakampink GC and asked them to report all people who spread this Malicious Fake Information! I have already reported Jam Magno's Soc Med's acct as she just tweeted that Fake Scandal.  #ProtectLeniAndFamily","{'longitude': 120.989705, 'latitude': 14.5893763}","{'fullName': 'Quezon City, National Capital Region', 'name': 'Quezon City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
372,2022-04-11 14:11:50+00:00,I’m ready to help Papa to achieve his goals in life.,"{'longitude': 120.9988804, 'latitude': 14.5134816}","{'fullName': 'Makati City, National Capital Region', 'name': 'Makati City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
373,2022-04-11 14:11:26+00:00,"They have! They just don't wanna help, which is perhaps okay but it pains.","{'longitude': 120.989705, 'latitude': 14.5893763}","{'fullName': 'Quezon City, National Capital Region', 'name': 'Quezon City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
374,2022-04-11 14:10:16+00:00,"Pray for baybay, leyte
We need help","{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
375,2022-04-11 14:07:50+00:00,"Bagyong Odette: Wash out houses
Bagyong Agaton: Wash out people

I can't barely look at the dead bodies found sa landslide area ng Baybay Leyte. Maiiyak ka nalang 😭😭😭

#AgatonPH #BaybayNeedsHelp #LeyteNeedsHelp","{'longitude': 123.7647381, 'latitude': 10.2594754}","{'fullName': 'Cebu City, Central Visayas', 'name': 'Cebu City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
376,2022-04-11 14:07:34+00:00,Laking tulong ni El sa mga tilt issues ko. Tang ina niya kamo,"{'longitude': 120.989705, 'latitude': 14.5893763}","{'fullName': 'Quezon City, National Capital Region', 'name': 'Quezon City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
377,2022-04-11 14:07:26+00:00,@shy_mld Sige na nga send help char,"{'longitude': 120.2782596, 'latitude': 16.5596866}","{'fullName': 'San Fernando City, Ilocos Region', 'name': 'San Fernando City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
378,2022-04-11 13:59:34+00:00,Ah basta kay naka uli nako ayha ni ulan HSHSHSHSH,"{'longitude': 124.4253845, 'latitude': 8.3220199}","{'fullName': 'Opol, Northern Mindanao', 'name': 'Opol', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
379,2022-04-11 13:55:48+00:00,"house to house campaign after holy week? let's g parEeEeh.... anyone pls help us po na magkaroon ng campaign materials na pedeng magamit plssss (tarps, fan, wristband, arms sleeves etc..) 

dm me pls. salamat🙏🙏

#LeniKikoAllTheWay 
#ProtectAikaRobredo 
#ProtectTheRobredos","{'longitude': 121.2374752, 'latitude': 13.8644245}","{'fullName': 'San Antonio, Calabarzon', 'name': 'San Antonio', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
380,2022-04-11 13:55:37+00:00,@dreameon01 @AlterWallflower @chunintatum bad trip nga.  pero for deadlifts i use lifting straps malaking tulong,"{'longitude': 120.989705, 'latitude': 14.5893763}","{'fullName': 'Quezon City, National Capital Region', 'name': 'Quezon City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
381,2022-04-11 13:55:06+00:00,choose the path that scares you the most. That's the one who can help you grow https://t.co/WxPM3WTvpe,"{'longitude': 121.0748367, 'latitude': 14.6182442}","{'fullName': 'Marikina City, National Capital Region', 'name': 'Marikina City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
382,2022-04-11 13:47:50+00:00,ulan,"{'longitude': 121.2152969, 'latitude': 14.079282}","{'fullName': 'Calauan, Calabarzon', 'name': 'Calauan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
383,2022-04-11 13:41:00+00:00,@143redangel Help,"{'longitude': 124.791516, 'latitude': 11.1462738}","{'fullName': 'Alangalang, Eastern Visayas', 'name': 'Alangalang', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
384,2022-04-11 13:32:33+00:00,"@SerKuroben Nagsabi yung boss ko na huwag ko nang gamitin, bilang tulong daw sa workload. Apparently, this bitch (me), said yes. Hahahahaha. 😅","{'longitude': 121.0221472, 'latitude': 14.4611671}","{'fullName': 'Taguig City, National Capital Region', 'name': 'Taguig City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
385,2022-04-11 13:31:53+00:00,Jusko kasakit sa dughan aning videos/pics sa mga landslide victims oy 😭,"{'longitude': 125.2148204, 'latitude': 6.9590062}","{'fullName': 'Davao City, Davao Region', 'name': 'Davao City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
386,2022-04-11 13:31:03+00:00,"para makatulong, bagong lipat lamang po ang aking kaibigan sa lugar na ito, maraming salamat po agad sainyong lahat na magpapaabot ng tulong narito po ang aking gcash # 09561496530 makakaasa po kayo na mappunta po sknila ang tulong na ito. godbless po!","{'longitude': 120.9416422, 'latitude': 14.5438774}","{'fullName': 'Manila City, National Capital Region', 'name': 'Manila City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
387,2022-04-11 13:31:02+00:00,"hi everyone, meron po akong kaibigan na nanghihingi ng tulong na isa sa mga nasunugan dito po sa DULONG TANGKE, MALINTA VALENZUELA CITY kahit maliit na halaga lamang po ay malaking tulong na po ito para sa kanila. nagbabaka sakali lamang po ako dito +++ https://t.co/csykFmlqRw","{'longitude': 120.9416422, 'latitude': 14.5438774}","{'fullName': 'Manila City, National Capital Region', 'name': 'Manila City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
388,2022-04-11 13:30:54+00:00,Busdak nasad ulan! Bas a ang mga uga! 😂,"{'longitude': 124.3872328, 'latitude': 8.3838982}","{'fullName': 'Alubijid, Northern Mindanao', 'name': 'Alubijid', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
389,2022-04-11 13:29:53+00:00,haha sinabayan pa ng ulan pag iyak q,"{'longitude': 120.9116775, 'latitude': 13.8580644}","{'fullName': 'Taal, Calabarzon', 'name': 'Taal', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
390,2022-04-11 13:24:42+00:00,"Hello sa mga Presidential Candidates and all..Send help na po sa mga nabahaan, Gainuean paman gihapon it baskog😶","{'longitude': 122.2854772, 'latitude': 11.6572422}","{'fullName': 'Lezo, Western Visayas', 'name': 'Lezo', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
391,2022-04-11 13:19:59+00:00,Sending Prayers to the Northern part of ILOILO.. Lagpas ulo na po ang baha 🙏🏼 you can donate also for them if you want. Please stay safe po lahat 🙏🏼🙏🏼 https://t.co/VSGBqIWBBJ,"{'longitude': 122.4979499, 'latitude': 10.6789404}","{'fullName': 'Iloilo City, Western Visayas', 'name': 'Iloilo City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
392,2022-04-11 13:19:32+00:00,"baha nasa diris amoa hahaysss, samot ng mga taga loyo kalooy jud 😩","{'longitude': 123.8393178, 'latitude': 10.4764289}","{'fullName': 'Danao City, Central Visayas', 'name': 'Danao City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
393,2022-04-11 13:15:59+00:00,Sa mga kakampink dyan baka matulungan nyo pinsan ko any amount po will help.  #Kakampink  #gensanforlenikiko #LeniKiko2022 #davaodelsurispink  #AngatBuhayLahat #MANILAisPink https://t.co/E0JtSXtfls,"{'longitude': 125.2148204, 'latitude': 6.9590062}","{'fullName': 'Davao City, Davao Region', 'name': 'Davao City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
394,2022-04-11 13:11:40+00:00,Been hearing how bad the situation is in Leyte due to the nonstop rains &amp; landslide. 🙏🙏🙏😢😔,"{'longitude': 123.7647381, 'latitude': 10.2594754}","{'fullName': 'Cebu City, Central Visayas', 'name': 'Cebu City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
395,2022-04-11 13:06:25+00:00,"Nauna sa SAKUNA, BAGYO..

Hanapin nyo Ngayon. 👏👏🤣🤣🤣
#BagyoSaLeyte https://t.co/cZW46PBqCB","{'longitude': 120.989705, 'latitude': 14.5893763}","{'fullName': 'Quezon City, National Capital Region', 'name': 'Quezon City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
396,2022-04-11 13:05:09+00:00,Inde gobernador ang magsasabi nankaya nila magbigay ng landslide win. Unless may binabalak na masama https://t.co/ySdfEdkQT3,"{'longitude': 121.094473, 'latitude': 14.5270254}","{'fullName': 'Cainta, Calabarzon', 'name': 'Cainta', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
397,2022-04-11 13:01:11+00:00,@eemodihsi Pag sinapian ng sipag. Yanong ulan ari ay,"{'longitude': 122.181389, 'latitude': 13.7521877}","{'fullName': 'Lopez, Calabarzon', 'name': 'Lopez', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
398,2022-04-11 13:01:05+00:00,sarap matulog pag ganitong ulan😴,"{'longitude': 121.4208787, 'latitude': 13.8137882}","{'fullName': 'Sariaya, Calabarzon', 'name': 'Sariaya', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
399,2022-04-11 13:00:15+00:00,@kaizzorx @doctorjackk Ayaw lakaw sa ulan oi huhu lisod na hahaha,"{'longitude': 123.9114563, 'latitude': 10.3107867}","{'fullName': 'Mandaue City, Central Visayas', 'name': 'Mandaue City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
400,2022-04-11 12:58:05+00:00,"Lord, help me rest in Your love when I feel weary and burdened. 🙏","{'longitude': 120.9107332, 'latitude': 13.7655425}","{'fullName': 'Bauan, Calabarzon', 'name': 'Bauan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
401,2022-04-11 12:36:54+00:00,@lykadelrey ahahaha payts a sunod adlaw a timingon ta di mag ulan,"{'longitude': 124.2736109, 'latitude': 6.510865}","{'fullName': 'Isulan, Soccsksargen', 'name': 'Isulan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
402,2022-04-11 12:35:54+00:00,@kmkrylpngn kailan pass mo?? help kitaaa pag punta ko dyan,"{'longitude': 121.0369037, 'latitude': 15.1856261}","{'fullName': 'General Tinio, Central Luzon', 'name': 'General Tinio', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
403,2022-04-11 12:33:35+00:00,kainis tong ulan na to,"{'longitude': 121.3696045, 'latitude': 13.8311086}","{'fullName': 'Candelaria, Calabarzon', 'name': 'Candelaria', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
404,2022-04-11 12:31:24+00:00,"sakit ng paa ko, iniwasan q nga ang baha sa town, sa bahay lang pala ako susuong sa baha nyawaaa","{'longitude': 121.8994113, 'latitude': 6.880958}","{'fullName': 'Zamboanga City, Zamboanga Peninsula', 'name': 'Zamboanga City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
